SMILES,Rewards,Imp,MW
0:CC(C(=O)[CH][C@H]1C([C@H]2C[C@H]2C)C[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.398, 0.6657091063098703, 0.5787474275667983]",[0.264      0.29292355 0.40871533],0
C[CH]OC1C[C@H]([CH]C(=O)C(C)c2cccnc2O)N(C(=O)c2cccc(F)c2N)[C@H](C)C1,"[0.398, 0.6356735470133893, 0.54378429514476]",[0.264      0.26288799 0.3737522 ],441.5030000000002
0:C[CH]OC1C[C@H]([CH]C(=O)C(C)c2cccnc2O)N(C(=O)c2cccc(F)c2N)[C@H](C)C1,"[0.398, 0.6356735470133893, 0.54378429514476]",[0.264      0.26288799 0.3737522 ],0
0:CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc([NH+]2[CH]CCCC2)c1N)c1cccnc1O,"[0.398, 0.5714278954725353, 0.5336530200000804]",[0.264      0.19864234 0.36362092],0
CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc([NH+]2[CH]CCCC2)c1N)c1cccnc1O,"[0.398, 0.5714278954725353, 0.5336530200000804]",[0.264      0.19864234 0.36362092],463.6020000000003
CC(C(=O)C1C=CC1CS(=O)(=O)C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.398, 0.543834151456067, 0.5404993021800493]",[0.264     0.1710486 0.3704672],418.4460000000001
0:CC(C(=O)C1C=CC1CS(=O)(=O)C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.398, 0.543834151456067, 0.5404993021800493]",[0.264     0.1710486 0.3704672],0
0:[C]NC(=O)C(C)CC1C[C@H]([CH]C(=O)C(C)c2cccnc2O)N(C(=O)c2cccc(F)c2N)[C@@H]1C,"[0.398, 0.4989657511924197, 0.5653922225082617]",[0.264      0.1261802  0.39536012],0
[C]NC(=O)C(C)CC1C[C@H]([CH]C(=O)C(C)c2cccnc2O)N(C(=O)c2cccc(F)c2N)[C@@H]1C,"[0.398, 0.4989657511924197, 0.5653922225082617]",[0.264      0.1261802  0.39536012],480.5400000000002
CCN1[C@@H](C)C(=O)N[C@@H]1C1(C)CC[C@H]([CH]C(=O)C(C)c2cccnc2O)N1C(=O)c1cccc(F)c1N,"[0.398, 0.48854364603662, 0.5611694443036077]",[0.264      0.11575809 0.39113735],510.5900000000002
0:CCN1[C@@H](C)C(=O)N[C@@H]1C1(C)CC[C@H]([CH]C(=O)C(C)c2cccnc2O)N1C(=O)c1cccc(F)c1N,"[0.398, 0.48854364603662, 0.5611694443036077]",[0.264      0.11575809 0.39113735],0
0:Cc1nc(NC2(F)C=CC(C(=O)N3[C@@H]([CH]C(=O)C(C)c4cccnc4O)CCC[C@H]3C)=C2N)c(C)s1,"[0.398, 0.47829807162885596, 0.49624466176616755]",[0.264      0.10551252 0.32621256],0
Cc1nc(NC2(F)C=CC(C(=O)N3[C@@H]([CH]C(=O)C(C)c4cccnc4O)CCC[C@H]3C)=C2N)c(C)s1,"[0.398, 0.47829807162885596, 0.49624466176616755]",[0.264      0.10551252 0.32621256],512.6310000000003
0:[CH][C@H](C)NC(=O)[C@@H](C)Nc1c(F)cccc1C(=O)N1[C@@H]([CH]C(=O)C(C)c2cccnc2O)CCC[C@H]1C,"[0.398, 0.4728035803483105, 0.5869576188519833]",[0.264      0.10001803 0.41692552],0
[CH][C@H](C)NC(=O)[C@@H](C)Nc1c(F)cccc1C(=O)N1[C@@H]([CH]C(=O)C(C)c2cccnc2O)CCC[C@H]1C,"[0.398, 0.4728035803483105, 0.5869576188519833]",[0.264      0.10001803 0.41692552],509.60200000000026
C=[NH+]CC(C)Cc1ncccc1C(C)C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N,"[0.398, 0.4392638259122615, 0.5259594753311769]",[0.264      0.06647827 0.35592738],466.60100000000034
0:C=[NH+]CC(C)Cc1ncccc1C(C)C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N,"[0.398, 0.4392638259122615, 0.5259594753311769]",[0.264      0.06647827 0.35592738],0
Cc1c(CO)cccc1COC1(N)C=CC=C1C(=O)N1[C@@H]([CH]C(=O)C(C)c2cccnc2O)CCC[C@H]1C,"[0.398, 0.433125128145181, 0.5232888787844914]",[0.264      0.06033957 0.35325678],518.6340000000002
0:Cc1c(CO)cccc1COC1(N)C=CC=C1C(=O)N1[C@@H]([CH]C(=O)C(C)c2cccnc2O)CCC[C@H]1C,"[0.398, 0.433125128145181, 0.5232888787844914]",[0.264      0.06033957 0.35325678],0
0:CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N)c1c(SC(N)=O)ccnc1O,"[0.398, 0.42974135896591115, 0.5599618835221265]",[0.264      0.0569558  0.38992979],0
CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N)c1c(SC(N)=O)ccnc1O,"[0.398, 0.42974135896591115, 0.5599618835221265]",[0.264      0.0569558  0.38992979],473.55000000000024
0:CC(C(=O)[CH][C@H]1C(c2cc(N)ccc2[N+]=O)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.398, 0.3602192144324309, 0.5509587149647934]",[ 0.264      -0.01256634  0.38092662],0
CC(C(=O)[CH][C@H]1C(c2cc(N)ccc2[N+]=O)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.398, 0.3602192144324309, 0.5509587149647934]",[ 0.264      -0.01256634  0.38092662],462.4610000000002
C[C@@H]1CCC[C@H]([CH]C(=O)C(=NNC=O)c2cccnc2O)N1C(=O)c1cccc(F)c1N,"[0.398, 0.2598402749199156, 0.544467449558889]",[ 0.264      -0.11294528  0.37443535],440.4550000000002
0:C[C@@H]1CCC[C@H]([CH]C(=O)C(=NNC=O)c2cccnc2O)N1C(=O)c1cccc(F)c1N,"[0.398, 0.2598402749199156, 0.544467449558889]",[ 0.264      -0.11294528  0.37443535],0
CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1c(OCCCN(N)CCc2ccccc2[O-])ccc(F)c1N)c1cccnc1O,"[0.398, 0.11424792230873676, 0.5664263819093591]",[ 0.264      -0.25853763  0.39639428],605.7110000000004
0:CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1c(OCCCN(N)CCc2ccccc2[O-])ccc(F)c1N)c1cccnc1O,"[0.398, 0.11424792230873676, 0.5664263819093591]",[ 0.264      -0.25853763  0.39639428],0
CC(C(=O)[CH][C@H]1C([CH][NH3+])[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.397, 0.6321167080033953, 0.5654241303072932]",[0.263      0.25933115 0.39539203],399.44600000000014
0:CC(C(=O)[CH][C@H]1C([CH][NH3+])[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.397, 0.6321167080033953, 0.5654241303072932]",[0.263      0.25933115 0.39539203],0
0:C[C@@H]1CCC[C@H]([CH]C(=O)C(CO)c2cccnc2O)N1C(=O)c1cccc(F)c1N,"[0.397, 0.6253474637464693, 0.560775870349572]",[0.263      0.25256191 0.39074377],0
C[C@@H]1CCC[C@H]([CH]C(=O)C(CO)c2cccnc2O)N1C(=O)c1cccc(F)c1N,"[0.397, 0.6253474637464693, 0.560775870349572]",[0.263      0.25256191 0.39074377],414.45700000000016
Cc1cccc(OC2(N)C=CC=C2C(=O)N2[C@@H]([CH]C(=O)C(C)c3cccnc3O)CCC[C@H]2C)c1,"[0.397, 0.5884226662920349, 0.5239546737483047]",[0.263      0.21563711 0.35392258],474.5810000000003
0:Cc1cccc(OC2(N)C=CC=C2C(=O)N2[C@@H]([CH]C(=O)C(C)c3cccnc3O)CCC[C@H]2C)c1,"[0.397, 0.5884226662920349, 0.5239546737483047]",[0.263      0.21563711 0.35392258],0
CC(C)COC1=C(O)C(C(C)C(=O)[CH][C@H]2CCC[C@@H](C)N2C(=O)c2cccc(F)c2N)=C1,"[0.397, 0.5737663780323419, 0.5446601228387108]",[0.263      0.20098082 0.37462802],443.5390000000001
0:CC(C)COC1=C(O)C(C(C)C(=O)[CH][C@H]2CCC[C@@H](C)N2C(=O)c2cccc(F)c2N)=C1,"[0.397, 0.5737663780323419, 0.5446601228387108]",[0.263      0.20098082 0.37462802],0
[CH][C@@H](C)CCc1cnc(O)c(C(C)C(=O)[CH][C@H]2CCC[C@@H](C)N2C(=O)c2cccc(F)c2N)c1,"[0.397, 0.5475449610146296, 0.5562724136968008]",[0.263      0.17475941 0.38624032],466.5770000000002
0:[CH][C@@H](C)CCc1cnc(O)c(C(C)C(=O)[CH][C@H]2CCC[C@@H](C)N2C(=O)c2cccc(F)c2N)c1,"[0.397, 0.5475449610146296, 0.5562724136968008]",[0.263      0.17475941 0.38624032],0
0:[CH][NH2+][C@H](C)CC1(C)C[C@H]([CH]C(=O)C(C)c2cccnc2O)N1C(=O)c1cccc(F)c1N,"[0.397, 0.5441171074797936, 0.5805210117974655]",[0.263      0.17133155 0.41048891],0
[CH][NH2+][C@H](C)CC1(C)C[C@H]([CH]C(=O)C(C)c2cccnc2O)N1C(=O)c1cccc(F)c1N,"[0.397, 0.5441171074797936, 0.5805210117974655]",[0.263      0.17133155 0.41048891],440.5190000000002
C=Nc1cnc(O)c(C(C)C(=O)[CH][C@H]2CCC[C@@H](C)N2C(=O)c2cccc(F)c2N)c1,"[0.397, 0.5404558984961152, 0.5629640808676998]",[0.263      0.16767034 0.39293198],425.4840000000001
0:C=Nc1cnc(O)c(C(C)C(=O)[CH][C@H]2CCC[C@@H](C)N2C(=O)c2cccc(F)c2N)c1,"[0.397, 0.5404558984961152, 0.5629640808676998]",[0.263      0.16767034 0.39293198],0
CC(C(=O)[CH][C@H]1C(/C=C/C(=O)[O-])CC[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.397, 0.46934405880309393, 0.5675262161670658]",[0.263      0.0965585  0.39749412],467.4970000000001
0:CC(C(=O)[CH][C@H]1C(/C=C/C(=O)[O-])CC[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.397, 0.46934405880309393, 0.5675262161670658]",[0.263      0.0965585  0.39749412],0
0:C[C@@H]1CCC[C@H]([CH]C(=O)C(COc2ccc(Cl)cn2)c2cccnc2O)N1C(=O)c1cccc(F)c1N,"[0.397, 0.41316410141454585, 0.5763669190456897]",[0.263      0.04037855 0.40633482],0
C[C@@H]1CCC[C@H]([CH]C(=O)C(COc2ccc(Cl)cn2)c2cccnc2O)N1C(=O)c1cccc(F)c1N,"[0.397, 0.41316410141454585, 0.5763669190456897]",[0.263      0.04037855 0.40633482],525.9880000000002
0:CCCCNC(=O)N1CCCC[C@@H]1C1(C(=O)N2[C@@H]([CH]C(=O)C(C)c3cccnc3O)CCC[C@H]2C)C(N)=C1F,"[0.397, 0.40564708371969604, 0.5193563147104419]",[0.263      0.03286153 0.34932422],0
CCCCNC(=O)N1CCCC[C@@H]1C1(C(=O)N2[C@@H]([CH]C(=O)C(C)c3cccnc3O)CCC[C@H]2C)C(N)=C1F,"[0.397, 0.40564708371969604, 0.5193563147104419]",[0.263      0.03286153 0.34932422],542.6760000000004
CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cc(N[C@H](C)n2cccn2)cnc1O,"[0.397, 0.38821443164338626, 0.550271486958225]",[0.263      0.01542888 0.38023939],507.5900000000002
0:CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cc(N[C@H](C)n2cccn2)cnc1O,"[0.397, 0.38821443164338626, 0.550271486958225]",[0.263      0.01542888 0.38023939],0
CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)C1=CC=CC1(N)ONC(=O)Cc1nn(C)cc1[N+])c1cccnc1O,"[0.397, 0.3186413433878603, 0.54367074309785]",[ 0.263      -0.05414421  0.37363864],534.5970000000003
0:CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)C1=CC=CC1(N)ONC(=O)Cc1nn(C)cc1[N+])c1cccnc1O,"[0.397, 0.3186413433878603, 0.54367074309785]",[ 0.263      -0.05414421  0.37363864],0
CCC1=C(C(C)(O)C(=O)[CH][C@H]2CCC[C@@H](C)N2C(=O)c2cccc(F)c2N)O1,"[0.396, 0.7294357679445888, 0.5282311034022403]",[0.262      0.35665021 0.35819901],389.44700000000006
0:CCC1=C(C(C)(O)C(=O)[CH][C@H]2CCC[C@@H](C)N2C(=O)c2cccc(F)c2N)O1,"[0.396, 0.7294357679445888, 0.5282311034022403]",[0.262      0.35665021 0.35819901],0
[CH]Cc1cccc(C(=O)N2[C@@H]([CH]C(=O)C(C)c3cccnc3O)CCC[C@H]2C)c1N,"[0.396, 0.7149230576467812, 0.5075324976168784]",[0.262     0.3421375 0.3375004],406.5060000000002
0:[CH]Cc1cccc(C(=O)N2[C@@H]([CH]C(=O)C(C)c3cccnc3O)CCC[C@H]2C)c1N,"[0.396, 0.7149230576467812, 0.5075324976168784]",[0.262     0.3421375 0.3375004],0
0:CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)C1=C(O)C(=O)C(F)=C1N)c1cccnc1O,"[0.396, 0.6679862243967046, 0.5196377020170728]",[0.262      0.29520067 0.3496056 ],0
CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)C1=C(O)C(=O)C(F)=C1N)c1cccnc1O,"[0.396, 0.6679862243967046, 0.5196377020170728]",[0.262      0.29520067 0.3496056 ],416.42900000000014
C[C@@H]1CCC[C@H]([CH]C(=O)C(C)(O)[C@@H]2CCC[NH+]2)N1C(=O)c1cccc(F)c1N,"[0.396, 0.6486084791724448, 0.5403903822965375]",[0.262      0.27582292 0.37035828],390.4790000000001
0:C[C@@H]1CCC[C@H]([CH]C(=O)C(C)(O)[C@@H]2CCC[NH+]2)N1C(=O)c1cccc(F)c1N,"[0.396, 0.6486084791724448, 0.5403903822965375]",[0.262      0.27582292 0.37035828],0
CCC1CCN(C2(F)C=CC(C(=O)N3[C@@H]([CH]C(=O)C(C)c4cccnc4O)CCC[C@H]3C)=C2N)C1,"[0.396, 0.5749830092560804, 0.4961826806915791]",[0.262      0.20219745 0.32615058],483.60800000000035
0:CCC1CCN(C2(F)C=CC(C(=O)N3[C@@H]([CH]C(=O)C(C)c4cccnc4O)CCC[C@H]3C)=C2N)C1,"[0.396, 0.5749830092560804, 0.4961826806915791]",[0.262      0.20219745 0.32615058],0
0:CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1NS(C)(=N)=O)c1cccnc1O,"[0.396, 0.5605444385105293, 0.5640309184574945]",[0.262      0.18775888 0.39399882],0
CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1NS(C)(=N)=O)c1cccnc1O,"[0.396, 0.5605444385105293, 0.5640309184574945]",[0.262      0.18775888 0.39399882],475.56600000000014
0:CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)C1=C(N)C(F)(N(C)c2ncccc2F)C=C1)c1cccnc1O,"[0.396, 0.5479875182105287, 0.5263281830669322]",[0.262      0.17520196 0.35629608],0
CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)C1=C(N)C(F)(N(C)c2ncccc2F)C=C1)c1cccnc1O,"[0.396, 0.5479875182105287, 0.5263281830669322]",[0.262      0.17520196 0.35629608],510.56500000000017
0:[CH]C(C(=O)NC(C)CC)C1(F)C(N)=C1C(=O)N1[C@@H]([CH]C(=O)C(C)c2cccnc2O)CCC[C@H]1C,"[0.396, 0.4937342742009129, 0.5371060980090488]",[0.262      0.12094872 0.367074  ],0
[CH]C(C(=O)NC(C)CC)C1(F)C(N)=C1C(=O)N1[C@@H]([CH]C(=O)C(C)c2cccnc2O)CCC[C@H]1C,"[0.396, 0.4937342742009129, 0.5371060980090488]",[0.262      0.12094872 0.367074  ],485.58000000000027
CC(c1cccnc1O)C([C@@H](C)NC(N)=O)[C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N,"[0.396, 0.49346972588877464, 0.4981433956085842]",[0.262      0.12068417 0.3281113 ],457.55000000000024
0:CC(c1cccnc1O)C([C@@H](C)NC(N)=O)[C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N,"[0.396, 0.49346972588877464, 0.4981433956085842]",[0.262      0.12068417 0.3281113 ],0
0:CC(C(=O)[CH][C@H]1CCC1(C(=O)c1cccc(F)c1N)[C@H](C)N)c1cccnc1O,"[0.396, 0.4871584058700387, 0.5351187843433289]",[0.262      0.11437285 0.36508669],0
CC(C(=O)[CH][C@H]1CCC1(C(=O)c1cccc(F)c1N)[C@H](C)N)c1cccnc1O,"[0.396, 0.4871584058700387, 0.5351187843433289]",[0.262      0.11437285 0.36508669],398.45800000000014
CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cc(CN2CC2=O)cnc1O,"[0.396, 0.47781598487099725, 0.5765451571721565]",[0.262      0.10503043 0.40651306],467.5210000000003
0:CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cc(CN2CC2=O)cnc1O,"[0.396, 0.47781598487099725, 0.5765451571721565]",[0.262      0.10503043 0.40651306],0
0:CC(C(=O)[CH][C@H]1CC(C)(NC[C@H]2[CH]CSCC2)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.396, 0.4776858915859795, 0.5940406917099768]",[0.262      0.10490034 0.42400859],0
CC(C(=O)[CH][C@H]1CC(C)(NC[C@H]2[CH]CSCC2)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.396, 0.4776858915859795, 0.5940406917099768]",[0.262      0.10490034 0.42400859],498.6240000000002
CC(C)[NH2+][C@H](C)CCC1C[C@H]([CH]C(=O)C(C)c2cccnc2O)N(C(=O)c2cccc(F)c2N)[C@H](C)C1,"[0.396, 0.4188723303860355, 0.5804032286382692]",[0.262      0.04608678 0.41037113],512.6700000000002
0:CC(C)[NH2+][C@H](C)CCC1C[C@H]([CH]C(=O)C(C)c2cccnc2O)N(C(=O)c2cccc(F)c2N)[C@H](C)C1,"[0.396, 0.4188723303860355, 0.5804032286382692]",[0.262      0.04608678 0.41037113],0
CC(C(=O)[CH][C@H]1CC(C)(CCC[CH]O)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.396, 0.4029308055870504, 0.5655263515567199]",[0.262      0.03014525 0.39549425],441.5030000000001
0:CC(C(=O)[CH][C@H]1CC(C)(CCC[CH]O)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.396, 0.4029308055870504, 0.5655263515567199]",[0.262      0.03014525 0.39549425],0
CC(C=O)=C(c1cccc(F)c1N)N1[C@@H]([CH]C(=O)C(C)c2cccnc2O)CCC[C@H]1C,"[0.396, 0.3809531915066819, 0.5102734188003948]",[0.262      0.00816764 0.34024132],438.5230000000002
0:CC(C=O)=C(c1cccc(F)c1N)N1[C@@H]([CH]C(=O)C(C)c2cccnc2O)CCC[C@H]1C,"[0.396, 0.3809531915066819, 0.5102734188003948]",[0.262      0.00816764 0.34024132],0
CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N)C1=CC1(O)CN1CS1(=O)=O,"[0.396, 0.358210141432662, 0.5478645794168235]",[ 0.262      -0.01457541  0.37783248],464.53900000000027
0:CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N)C1=CC1(O)CN1CS1(=O)=O,"[0.396, 0.358210141432662, 0.5478645794168235]",[ 0.262      -0.01457541  0.37783248],0
0:Cc1nnc(C)c(C[NH2+]CC(C(=O)C(C)c2cccnc2O)[C@H]2CCC[C@@H](C)N2C(=O)c2cccc(F)c2N)n1,"[0.396, 0.34373419870392913, 0.5147597409353784]",[ 0.262      -0.02905136  0.34472764],0
Cc1nnc(C)c(C[NH2+]CC(C(=O)C(C)c2cccnc2O)[C@H]2CCC[C@@H](C)N2C(=O)c2cccc(F)c2N)n1,"[0.396, 0.34373419870392913, 0.5147597409353784]",[ 0.262      -0.02905136  0.34472764],550.6590000000001
CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)C1(CCCCC[C@H]2[CH]C(=O)N2)C(N)=C1F)c1cccnc1O,"[0.396, 0.3177378238223425, 0.5375917538908639]",[ 0.262      -0.05504773  0.36755966],498.5990000000002
0:CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)C1(CCCCC[C@H]2[CH]C(=O)N2)C(N)=C1F)c1cccnc1O,"[0.396, 0.3177378238223425, 0.5375917538908639]",[ 0.262      -0.05504773  0.36755966],0
CC(=CC(N)=O)NNOC1(N)C=CC=C1C(=O)N1[C@@H]([CH]C(=O)C(C)c2cccnc2O)CCC[C@H]1C,"[0.396, 0.17947276149092267, 0.5265036700507659]",[ 0.262      -0.19331279  0.35647157],497.5760000000003
0:CC(=CC(N)=O)NNOC1(N)C=CC=C1C(=O)N1[C@@H]([CH]C(=O)C(C)c2cccnc2O)CCC[C@H]1C,"[0.396, 0.17947276149092267, 0.5265036700507659]",[ 0.262      -0.19331279  0.35647157],0
0:CC(=O)CC1(O)CC(C)(C(=O)[CH][C@H]2CCC[C@@H](C)N2C(=O)c2cccc(F)c2N)C=N1,"[0.395, 0.6739704881945215, 0.5474714759073565]",[0.261      0.30118493 0.37743938],0
CC(=O)CC1(O)CC(C)(C(=O)[CH][C@H]2CCC[C@@H](C)N2C(=O)c2cccc(F)c2N)C=N1,"[0.395, 0.6739704881945215, 0.5474714759073565]",[0.261      0.30118493 0.37743938],430.5000000000001
0:[CH]N1CCCC[C@@H]1C1CC[C@@H](C)N(C(=O)c2cccc(F)c2N)[C@H]1[CH]C(=O)C(C)c1cccnc1O,"[0.395, 0.5848636544299382, 0.5866120473611358]",[0.261      0.2120781  0.41657995],0
[CH]N1CCCC[C@@H]1C1CC[C@@H](C)N(C(=O)c2cccc(F)c2N)[C@H]1[CH]C(=O)C(C)c1cccnc1O,"[0.395, 0.5848636544299382, 0.5866120473611358]",[0.261      0.2120781  0.41657995],493.6030000000002
CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N)C1=CC1(O)C(C)C,"[0.395, 0.564228064468488, 0.5453473972821024]",[0.261      0.19144251 0.3753153 ],401.5020000000002
0:CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N)C1=CC1(O)C(C)C,"[0.395, 0.564228064468488, 0.5453473972821024]",[0.261      0.19144251 0.3753153 ],0
CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1[C@](C)(O)C[C@@H](C)O)c1cccnc1O,"[0.395, 0.5236266191271672, 0.5111420627363066]",[0.261      0.15084106 0.34110996],485.57600000000025
0:CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1[C@](C)(O)C[C@@H](C)O)c1cccnc1O,"[0.395, 0.5236266191271672, 0.5111420627363066]",[0.261      0.15084106 0.34110996],0
CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)C1=CC1(N)c1ccoc1NC(N)=O)c1cccnc1O,"[0.395, 0.485899588052579, 0.49810878734804565]",[0.261      0.11311403 0.32807669],466.5180000000002
0:CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)C1=CC1(N)c1ccoc1NC(N)=O)c1cccnc1O,"[0.395, 0.485899588052579, 0.49810878734804565]",[0.261      0.11311403 0.32807669],0
0:CC(C)C(=O)CCNC1=C(N)C(C(=O)N2[C@@H]([CH]C(=O)C(C)c3cccnc3O)CCC[C@H]2C)=C1,"[0.395, 0.48298340382642296, 0.5050754623413956]",[0.261      0.11019785 0.33504336],0
CC(C)C(=O)CCNC1=C(N)C(C(=O)N2[C@@H]([CH]C(=O)C(C)c3cccnc3O)CCC[C@H]2C)=C1,"[0.395, 0.48298340382642296, 0.5050754623413956]",[0.261      0.11019785 0.33504336],467.59000000000026
CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1NC[C@H](C)NC(N)=O)c1cccnc1O,"[0.395, 0.41836532050649855, 0.5699705696723123]",[0.261      0.04557977 0.39993847],498.57900000000024
0:CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1NC[C@H](C)NC(N)=O)c1cccnc1O,"[0.395, 0.41836532050649855, 0.5699705696723123]",[0.261      0.04557977 0.39993847],0
CNc1ccccc1OCC1[C@H]([CH]C(=O)C(C)c2cccnc2O)N(C(=O)c2cccc(F)c2N)[C@@H]1C,"[0.395, 0.3758650589840599, 0.5784167790810437]",[0.261      0.0030795  0.40838468],505.5700000000002
0:CNc1ccccc1OCC1[C@H]([CH]C(=O)C(C)c2cccnc2O)N(C(=O)c2cccc(F)c2N)[C@@H]1C,"[0.395, 0.3758650589840599, 0.5784167790810437]",[0.261      0.0030795  0.40838468],0
Cc1ccc(N[N+](=O)C(C(=O)C(C)c2cccnc2O)[C@H]2CCC[C@@H](C)N2C(=O)c2cccc(F)c2N)nc1,"[0.395, 0.22198262472218855, 0.49739348707989617]",[ 0.261      -0.15080293  0.32736139],535.6000000000004
0:Cc1ccc(N[N+](=O)C(C(=O)C(C)c2cccnc2O)[C@H]2CCC[C@@H](C)N2C(=O)c2cccc(F)c2N)nc1,"[0.395, 0.22198262472218855, 0.49739348707989617]",[ 0.261      -0.15080293  0.32736139],0
CC1=CC(C(C)C(=O)[CH][C@H]2CCC[C@@H](C)N2C(=O)c2cccc(F)c2N)=C(O)C1=O,"[0.394, 0.7193207086842791, 0.5287175232149208]",[0.26       0.34653515 0.35868543],413.4690000000001
0:CC1=CC(C(C)C(=O)[CH][C@H]2CCC[C@@H](C)N2C(=O)c2cccc(F)c2N)=C(O)C1=O,"[0.394, 0.7193207086842791, 0.5287175232149208]",[0.26       0.34653515 0.35868543],0
0:CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)C1([C@H]2CCOC2)C=CC(F)=C1N)c1cccnc1O,"[0.394, 0.6812248096325246, 0.5091507861100243]",[0.26       0.30843925 0.33911869],0
CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)C1([C@H]2CCOC2)C=CC(F)=C1N)c1cccnc1O,"[0.394, 0.6812248096325246, 0.5091507861100243]",[0.26       0.30843925 0.33911869],456.5380000000002
CC(C(=O)[CH][C@H]1CC(C2CCSCC2)[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.394, 0.588387275370962, 0.5769048929527074]",[0.26       0.21560172 0.40687279],484.61700000000013
0:CC(C(=O)[CH][C@H]1CC(C2CCSCC2)[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cccnc1O,"[0.394, 0.588387275370962, 0.5769048929527074]",[0.26       0.21560172 0.40687279],0
CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cccnc1ON,"[0.394, 0.5561837702262509, 0.5652403368695453]",[0.26       0.18339822 0.39520824],413.4730000000002
0:CC(C(=O)[CH][C@H]1CCC[C@@H](C)N1C(=O)c1cccc(F)c1N)c1cccnc1ON,"[0.394, 0.5561837702262509, 0.5652403368695453]",[0.26       0.18339822 0.39520824],0
CC(O)COC1[C@H]([CH]C(=O)C(C)c2cccnc2O)N(C(=O)c2cccc(F)c2N)[C@@H]1C,"[0.394, 0.5322170812416206, 0.5516589157947323]",[0.26       0.15943153 0.38162682],444.4830000000002
0:CC(O)COC1[C@H]([CH]C(=O)C(C)c2cccnc2O)N(C(=O)c2cccc(F)c2N)[C@@H]1C,"[0.394, 0.5322170812416206, 0.5516589157947323]",[0.26       0.15943153 0.38162682],0
